,name,salary,specialisation,experience,tags
1066,"журналист, редактор, копирайтер",30000 руб.,"Специализации:Журналист, корреспондентКопирайтер, редактор, корректор",Опыт работы 12 лет 5 месяцев,[]
1067,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 11 лет 1 месяц,[]
1068,журналист,25000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 6 лет 8 месяцев,[]
1069,Журналист-редактор,30000 руб.,"Специализации:Режиссер, сценаристКопирайтер, редактор, корректорЖурналист, корреспондент",Опыт работы 20 лет 5 месяцев,"['Работа с контентом сайта (новостного),']"
1070,Журналист,25000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 18 лет 11 месяцев,[]
1071,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 15 лет 4 месяца,['Обучаемость']
1072,журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 7 лет 7 месяцев,[]
1073,Журналист,30000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 1 год,[]
1074,Журналист,35000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 3 года 7 месяцев,"['Исполнительность', 'Коммуникабельность', 'способность быстро усваивать новую информацию', 'трудолюбие', 'Аккуратность', 'Перфекционизм', 'Грамотность', 'Ведение документации', 'Грамотная речь', 'Ведение переговоров', 'Английский язык', 'Деловая переписка', 'Пользователь ПК', 'Хорошее чувство юмора', 'Работа с большим объемом информации', 'Поиск информации в интернет', 'Копирайтинг', 'Письменный перевод', 'Административная поддержка руководителя', 'Написание статей', 'Перевод']"
1075,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 14 лет 7 месяцев,"['Написание текстов', 'Интервьюирование', 'Грамотность', 'Написание статей']"
1076,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 2 года 10 месяцев,"['Adobe Photoshop', 'Английский язык', 'MS PowerPoint', 'Поиск информации в интернет', 'Пользователь ПК', 'MS Word', 'Деловая переписка', 'Работа с документами', 'Грамотность', 'Мобильность', 'Грамотная речь', 'Работа в команде', 'Журналистика']"
1077,Журналист,25000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 1 год 7 месяцев,"['Грамотность', 'Работа в команде', 'Копирайтинг', 'Написание рекламных статей', 'Написание текстов', 'Управление проектами', 'Журналистика', 'Ведение групп в социальных сетях', 'Работа в кадре', 'Организаторские навыки']"
1078,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 2 года 9 месяцев,"['Обучаемость', 'Написание текстов', 'Английский язык', 'Грамотность', 'Написание статей', 'Adobe Premier', 'Монтаж', 'Пользователь ПК', 'Грамотная речь', 'Работа в команде', 'Adobe Photoshop', 'MS PowerPoint', 'Работа с большим объемом информации', 'Креативность', 'Поиск информации в интернет', 'Умение работать в команде', 'HTML']"
1079,Журналист,35000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 8 лет 9 месяцев,['все необходимые']
1080,Журналист,35000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 8 лет 9 месяцев,['все необходимые']
1081,Журналист-копирайтер,45000 руб.,"Специализации:Учитель, преподаватель, педагогЖурналист, корреспондентКопирайтер, редактор, корректор",Опыт работы 12 лет 11 месяцев,"['интернет-журналист, писатель, фотокорреспондент, переводчик']"
1082,Журналист,50000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 9 лет 9 месяцев,"['Поиск актуальных тем для съемок, выезд на съемки, написание сюжетов на различные темы, озвучка']"
1083,Журналист,37000 руб.,"Специализации:Журналист, корреспондент",Опыт работы 2 года 4 месяца,"['Пользователь ПК', 'Написание статей', 'Работа с большим объемом информации', 'Журналистика', 'Поиск информации в интернет', 'Социальные сети', 'Ведение групп в социальных сетях']"
1084,Журналист,60000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 8 лет 3 месяца,"['Sony Vegas', 'Видеомонтаж', 'Написание статей', 'Пользователь ПК', 'Журналистика', 'Internet', 'Навыки межличностного общения', 'Поиск информации в интернет', 'Adobe Premier', 'Skype', 'Творческое мышление', 'Adobe Photoshop', 'Видеосъемка', 'MS PowerPoint', 'Написание текстов', 'Грамотная речь', 'Организаторские навыки', 'Работа в команде', 'Деловое общение', 'Организация мероприятий', 'Деловая переписка', 'Ведение переговоров', 'Кастинг']"
1085,Журналист,90000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 2 года 8 месяцев,"['Написание статей', 'Написание рекламных статей', 'Управление проектами', 'Литературное редактирование']"
1086,Журналист-редактор,,"Специализации:Журналист, корреспондентКопирайтер, редактор, корректорРежиссер, сценарист",Опыт работы 22 года 5 месяцев,"['Грамотность', 'Умение работать в команде', 'Работа со СМИ', 'Редактирование текстов', 'Креативность', 'Поиск информации в интернет', 'Наполнение контентом', 'Редактирование', 'Написание статей', 'Интервьюирование', 'Работа с большим объемом информации', 'Журналистика', 'Электронная почта', 'Написание текстов', 'Организаторские навыки', 'Adobe Photoshop', 'Пользователь ПК', 'Ведение переговоров', 'Деловое общение', 'Работа в команде', 'Управление проектами', 'Управление персоналом', 'Грамотная речь']"
1087,"корреспондент, копирайтер",50000 руб.,"Специализации:Копирайтер, редактор, корректорРежиссер, сценаристЖурналист, корреспондент",Опыт работы 14 лет 3 месяца,"['S', 'Интервьюирование', 'Журналистика', 'Рерайтинг', 'Написание статей', 'Написание текстов', 'Написание рекламных статей', 'Копирайтинг', 'SEO-копирайтинг', 'Грамотность', 'Грамотная речь', 'Пользователь ПК', 'Поиск информации в интернет', 'Телефонное интервью', 'Высокая скорость печати', 'Работа с большим объемом информации', 'Редактирование', 'Креативность', 'Редактирование текстов', 'Литературная деятельность', 'Работа с людьми', 'Многозадачность', 'Творческое мышление', 'Общая психология', 'Корректура текстов', 'Литературное редактирование', 'Обучение', 'Написание пресс-релизов']"
1088,Копирайтер,,"Специализации:Режиссер, сценаристКопирайтер, редактор, корректор",Опыт работы 10 лет 3 месяца,"['Исполнительность', 'Внимательность', 'Оперативность']"
1089,Копирайтер,10000 руб.,"Специализации:Режиссер, сценаристКопирайтер, редактор, корректор",Опыт работы 5 лет 6 месяцев,"['Коммуникабельность', 'Деловое общение', 'Стрессовое интервью', 'Пунктуальность', 'MS Word', 'MS Excel', 'Adobe Premier', 'Final Cut', 'Interviews']"
1090,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 11 месяцев,"['Проведение опросов', 'Interviews', 'Написание текстов', 'Интервьюирование']"
1091,Журналист,100000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 5 лет 9 месяцев,"['Умение находить выходы )) ...любые)', 'Нестандартное мышление', 'Своеобразное чувство юмора']"
1092,журналист,60000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 8 лет 3 месяца,"['Написание текстов', 'Редактирование']"
1093,Журналист,60000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 11 лет 2 месяца,"['Интервьюирование', 'Поиск информации в интернет', 'Написание текстов', 'Редактирование текстов', 'Редактирование текстов на иностранном языке', 'Ведение переписки на иностранном языке', 'Наполнение контентом', 'Английский язык', 'Перевод', 'Написание статей', 'Ведение переговоров', 'Редактирование', 'Подготовка презентаций на иностранном языке', 'Креативность', 'MS Access', 'Пользователь ПК', 'Устный перевод', 'Копирайтинг', 'Телефонные переговоры', 'Проведение презентаций', 'Деловая коммуникация', 'Социальные сети', 'Публичные выступления', 'Навыки презентации', 'Управление проектами']"
1094,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 6 лет 3 месяца,"['Грамотная речь', 'Креативность', 'Владение словом', 'Скорость написания текстов', 'Мобильность', 'Пользователь ПК', 'Работа в команде', 'Грамотность']"
1095,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 4 года 3 месяца,[]
1096,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 9 месяцев,"['Английский язык', 'Грамотная речь', 'Работа в команде', 'Грамотность', 'Отзывчивость', 'Пунктуальность', 'Соблюдение дедлайнов', 'Творческая', 'Пользователь ПК', 'Написание статей', 'Интервьюирование', 'Adobe Premier Pro', 'Adobe Premier', 'Написание текстов', 'Поиск информации в интернет', 'Обработка видео', 'Навыки межличностного общения', 'Творческое мышление', 'MS PowerPoint']"
1097,Журналист,50000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 2 года,"['MS Excel', 'MS Word', 'Google Docs', 'Google Analytics', 'Adobe Photoshop', 'READYMAG', 'Dyson', 'Video Editing', 'VSCO', 'Adobe Lightroom', 'Google Chrome', 'Google presentation', 'Яндекс.Дзен', 'Английский язык', 'Редактирование']"
1098,"журналист , фотокорреспондент, фотограф",30000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 2 месяца,"['ответственность, стрессоустойчивость  и креативность', 'Грамотность', 'Грамотная речь', 'Написание статей', 'Деловое общение', 'Работа в команде']"
1099,Журналист,100000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 1 год 4 месяца,"['Журналистика', 'Грамотная речь', 'Грамотность', 'Креативность', 'Редактирование', 'Организаторские навыки', 'Пользователь ПК', 'Работа в команде', 'Умение работать в команде', 'Деловая коммуникация', 'Деловая переписка', 'Редакторская деятельность', 'Коммуникабельность', 'Стратегический анализ', 'Телефонные переговоры', 'Поиск информации в интернет']"
1100,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 6 лет 8 месяцев,"['1С: CRM ПРОФ', 'Retail']"
1101,Журналист,50000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 5 лет 4 месяца,"['Adobe Photoshop', 'Деловая переписка', 'Деловая коммуникация', 'Копирайтинг', 'SEO-копирайтинг', 'Верстка', 'Работа в команде', 'Adobe Premier Pro', 'Политическая журналистика', 'Ведение переписки на иностранном языке', 'Грамотная речь', 'Тайм-менеджмент', 'Репортажная фотосъемка', 'Репортаж', 'Интервьюирование', 'Наличие контактов с журналистами', 'Работа в Tilda и в Wix', 'Ведение отчетности', 'Ведение групп в социальных сетях', 'Cоциальная реклама', 'SMM', 'Интернет-реклама', 'Instagram']"
1102,журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 12 лет 8 месяцев,[]
1103,Журналист,25000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 1 год 11 месяцев,[]
1104,Журналист,20000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 11 лет,"['Репортажная фотосъемка', 'Видеосъемка', 'Фотомонтаж', 'Adobe Photoshop', 'Предметная фотосъемка', 'Обработка видео', 'Написание статей', 'Написание пресс-релизов', 'Журналистика', 'Написание текстов', 'Обработка изображений', 'Пользователь ПК', 'Написание рекламных статей', 'Администрирование сайтов', 'Поиск информации в интернет', 'Работа с людьми', 'Фотография', 'Видеомонтаж']"
1105,Редактор печатного издания,,"Специализации:Копирайтер, редактор, корректорРежиссер, сценарист",Опыт работы 17 лет 10 месяцев,[]
1106,Журналист,50000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 15 лет 9 месяцев,[]
1107,Журналист,70000 руб.,"Специализации:Журналист, корреспондент",Опыт работы 5 лет,[]
1108,Журналист,21000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 18 лет 1 месяц,"['инициативность, самостоятельность и еще раз инициативность;    • навыки активного общения с людьми;', 'Работа с большим объемом информации']"
1109,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 2 месяца,[]
1110,Переводчик португальского языка,,Специализации:Переводчик,Опыт работы 7 лет 11 месяцев,"['инициатива, энтузиазм', 'Политическая журналистика', 'Перевод художественной литературы', 'Письменный перевод', 'Преподаватель']"
1111,"Специалист по рекламе, журналист",,Специализации:Менеджер по маркетингу и рекламе,Опыт работы 2 года 7 месяцев,"['Грамотная речь', 'Интернет-реклама', 'Работа в команде', 'Таргетинг', 'Навыки продаж', 'Ориентация на результат', 'Копирайтинг', 'Написание рекламных статей', 'Написание пресс-релизов', 'Написание статей']"
1112,Журналист,45000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 3 года 7 месяцев,"['Adobe Photoshop', 'Adobe Premier', 'Написание статей', 'Написание текстов', 'Копирайтинг', 'Интервьюирование', 'Работа с большим объемом информации', 'Работа в команде', 'Грамотная речь', 'Деловая переписка', 'MS PowerPoint', 'Английский язык', 'Телефонные переговоры', 'Деловое общение', 'Tilda', 'Обработка изображений', 'Прием и распределение телефонных звонков', 'Работа с opinion лидерами в социальных сетях']"
1113,Редактор новостей/журналист,,"Специализации:Режиссер, сценаристКопирайтер, редактор, корректорЖурналист, корреспондент",Опыт работы 2 года 2 месяца,"['Стрессоустойчивость', 'Желание работать', 'Быстрая обучаемость', 'Гибкость', 'Креативность', 'Грамотная речь', 'Многозадачность', 'Копирайтинг']"
1114,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 5 лет 1 месяц,"['Грамотная речь', 'Проведение опросов', 'Организаторские навыки', 'Работа в команде', 'Креативность', 'Деловая коммуникация', 'Ориентация на результат']"
1115,Журналист,50000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 4 года 4 месяца,"['Коммуникабельность', 'Оперативность', 'Креативность', 'Редактирование текстов', 'Репортаж', 'Телевидение', 'Журналистика', 'Пользователь ПК', 'Грамотность', 'MS Office', 'Adobe Premier Pro', 'Edius', 'Работа в прямом эфире', 'Реклама', 'Политическая журналистика', 'Аналитика']"
1116,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 2 года 9 месяцев,"['Исполнительность', 'Ответственность', 'Коммуникабельность', 'Тайм-менеджмент', 'Работа в команде', 'Пользователь ПК', 'Грамотная речь', 'Организаторские навыки']"
1117,Журналист,15000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 2 года 9 месяцев,"['Копирайтинг', 'Грамотная речь', 'Написание текстов', 'Написание статей', 'Обучаемость', 'Коммуникабельность']"
1118,Журналист,30000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 3 года 6 месяцев,"['Написание статей', 'Ведение групп в социальных сетях', 'Социальные сети', 'Продвижение объекта', 'Написание пресс-релизов', 'Редактирование', 'Литературное редактирование', 'Наполнение контентом', 'Журналистика', 'Редакторская деятельность', 'HTML']"
1119,Журналист-копирайтер,20000 руб.,"Специализации:Копирайтер, редактор, корректорРежиссер, сценаристЖурналист, корреспондент",Опыт работы 29 лет 11 месяцев,[]
1120,Журналист,35000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 9 лет 6 месяцев,"['Журналистика', 'Написание текстов', 'Корректура текстов', 'Редактирование текстов', 'Фотография', 'Телефонное интервью', 'Интервьюирование']"
1121,Журналист,30000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 6 лет 9 месяцев,"['Коммуникабельность', 'Пунктуальность', 'Исполнительность', 'Желание работать', 'Творческий подход', 'Опыт научной деятельности', 'Владение словом']"
1122,менеджер по кредитованию,23000 руб.,Специализации:Кредитный специалист,Опыт работы 14 лет,[]
1123,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 7 лет 7 месяцев,[]
1124,Журналист,100000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 4 года 5 месяцев,"['Final Cut', 'Google Docs', 'Работа с людьми', 'Проведение опросов', 'Грамотность', 'Mac Os', 'Грамотная речь', 'Организаторские навыки', 'Работа в команде', 'Организация мероприятий', 'Написание текстов', 'Креативность', 'Водительское удостоверение категории B', 'Пользователь ПК', 'Интервью', 'Работа в кадре', 'Поиск экспертов', 'Разработка новостных тем', 'Рерайтинг', 'Копирайтинг', 'Ведение переговоров']"
1125,Журналист,25000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 8 лет,"['Грамотность', 'Написание пресс-релизов', 'Работа в команде', 'Написание текстов', 'MS PowerPoint', 'Высокая скорость печати', 'Поиск информации в интернет', 'Пользователь ПК', 'Креативность', 'Грамотная речь', 'Написание рекламных статей', 'Работа с большим объемом информации', 'Написание статей', 'Проведение презентаций']"
1126,Журналист,18000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 39 лет 9 месяцев,[]
1127,Помощник руководителя,10000 руб.,"Специализации:Секретарь, помощник руководителя, ассистент",Опыт работы 7 лет 9 месяцев,"['Грамотность', 'Грамотная речь', 'Закупка товаров и услуг', 'Креативность', 'Работа в команде', 'Пользователь ПК', 'Интервьюирование']"
1128,Журналист,50000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 43 года 10 месяцев,[]
1129,Журналист,20000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 2 года 10 месяцев,[]
1130,журналист,25000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 4 года 5 месяцев,[]
1131,Журналист.,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 3 года 7 месяцев,"['Написание сценариев', 'контроль ситуации на съёмочной площадке', 'Режиссура', 'Написание статей', 'Организаторские навыки', 'Редактирование', 'Написание текстов', 'Поиск информации в интернет', 'Креативность', 'Написание пресс-релизов', 'Видеосъемка', 'Журналистика', 'Наполнение контентом', 'Работа в команде', 'Пользователь ПК', 'Навыки презентации']"
1132,Журналист ,70000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 1 год 11 месяцев,"['Написание научных статей', 'Написание пресс-релизов', 'Взаимодействие с телевидением', 'Телевидение', 'Написание статей', 'Написание сценариев', 'Написание текстов', 'SMM', 'Кинопроизводство', 'Телевизионное производство', 'Тележурналистика', 'Кино', 'Документальное кино', 'Игровое кино', 'Мультипликация', 'Грамотная речь', 'Пользователь ПК', 'Копирайтинг', 'Организаторские навыки', 'Работа в команде', 'Грамотность', 'Креативность', 'Организация мероприятий', 'Наполнение контентом', 'Написание рекламных статей', 'Редактирование', 'Деловое общение', 'Журналистика', 'Деловая коммуникация', 'Работа с большим объемом информации']"
1133,Журналист,50000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 8 лет,"['Телевидение', 'Редактирование', 'Написание текстов', 'Журналистика', 'Слепая печать', 'Организаторские навыки', 'Телевизионное производство', 'Написание сценариев', 'Интервьюирование', 'Поиск информации в интернет', 'Грамотность', 'Пользователь ПК', 'Высокая скорость печати', 'Редактирование текстов', 'Телефонное интервью', 'Оперативное планирование', 'проведение интервью', 'Творческое мышление', 'Adobe Premier', 'Работа со СМИ', 'Креативность', 'Планирование', 'Sound Forge', 'Сбор и анализ информации', 'Расстановка приоритетов', 'Opera', 'Личный автомобиль', 'Работа с людьми', 'Грамотная речь', 'Работа в команде']"
1134,Журналист,25000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 14 лет 6 месяцев,[]
1135,Журналист.,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 2 года 8 месяцев,"['Прямые продажи', 'Журналистика', 'Наличие контактов с журналистами', 'Adobe Photoshop', 'Adobe Audition', 'Sony Vegas', 'MS PowerPoint', 'MS Excel', 'MS Word', 'Написание статей', 'Интервьюирование', 'Репортажная фотосъемка', 'Портретная фотосъемка', 'Написание текстов', 'Наполнение контентом', 'Поиск информации в интернет', 'Обработка изображений', 'Грамотная речь', 'Работа с большим объемом информации', 'Работа с людьми', 'Ведение переговоров', 'Работа с документами', 'Деловая переписка', 'Управление проектами', 'Организаторские навыки', 'Деловое общение', 'Работа в команде', 'Google Docs', 'Организация мероприятий']"
1136,Журналист,,"Специализации:Журналист, корреспондент",Опыт работы 11 лет 10 месяцев,"['опыт работы в многозадачной среде', 'работы с большим объемом информации', 'умение найти подход к людям', 'завязывать долгосрочные перспективные контакты', 'опыт взаимодействия с представителями федеральных государственных органов власти,', 'органов субъектов Российской Федерации,', 'органов местного самоуправления,', 'ориентированность на результат', 'уверенный пользователь ПК,', 'Креативность']"
1137,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 7 лет 11 месяцев,"['Журналистика', 'Написание статей', 'Написание рекламных статей', 'Копирайтинг', 'Рерайтинг', 'Ведение социальных страниц', 'Смм менеджер']"
1138,Журналист,50000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 3 года 4 месяца,"['Редактирование текстов', 'Написание рекламных статей', 'Написание статей', 'Ведение групп в социальных сетях', 'Поиск информации в интернет', 'Проведение телефонных интервью', 'проведение интервью', 'Письменный перевод', 'Организация мероприятий', 'Английский язык', 'Корректура текстов', 'Рерайтинг', 'Пользователь ПК', 'Грамотная речь', 'Редактирование', 'Журналистика', 'Организаторские навыки', 'Деловая корреспонденция', 'Internet', 'Наполнение контентом', 'Работа со СМИ', 'Интервьюирование', 'Мониторинг СМИ', 'Креативность']"
1139,Начинающий специалист,,Специализации:Другое,Опыт работы 5 лет 7 месяцев,[]
1140,Редактор/автор текстов/копирайтер/рерайтер/корректор,10000 руб.,"Специализации:Режиссер, сценаристКопирайтер, редактор, корректор",Опыт работы 23 года 11 месяцев,"['Грамотность', 'Корректура текстов', 'Грамотная речь', 'Редакторская деятельность', 'Написание статей', 'Литературное редактирование', 'Политическая журналистика', 'Организация мероприятий', 'Журналистика', 'Написание пресс-релизов', 'Рерайтинг', 'Копирайтинг', 'Написание рекламных статей']"
1141,"Оператор call-центра, Розничная торговля, Администратор салонов красоты, Курьер, Технолог",45000 руб.,Специализации:Администратор,Опыт работы 10 лет 1 месяц,"['Проведение консультаций и презентаций', 'Выполнение комплексных продаж', 'Введение учёта', 'Комплектование заказа', 'Выкладка товара', 'Поддержание высокого уровня обслуживания посетителя']"
1142,Журналист,,"Специализации:Журналист, корреспондентМенеджер по маркетингу и рекламеКопирайтер, редактор, корректорРежиссер, сценаристМенеджер по продажам, менеджер по работе с клиентами",Опыт работы 1 год 11 месяцев,[]
1143,Журналист,27000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 13 лет 6 месяцев,[]
1144,Журналист,40000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 4 года 9 месяцев,[]
1145,Журналист,30000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 2 года 6 месяцев,"['Музыкальная журналистика', 'Журналистика', 'Написание текстов', 'Редактирование', 'Фотография', 'Репортажная фотосъемка', 'Редакторская деятельность', 'Интервьюирование', 'Английский язык', 'Художественный перевод', 'Технический перевод', 'Последовательный перевод', 'прием иностранных гостей', 'Ведение переписки на иностранном языке', 'Организация мероприятий', 'Проведение презентаций', 'Публичные выступления', 'Работа в команде', 'Грамотная речь', 'Adobe Photoshop', 'Adobe Lightroom', 'MS PowerPoint', 'Пользователь ПК', 'Организаторские навыки', 'Грамотность', 'Креативность']"
1146,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 1 год 9 месяцев,"['Работа со СМИ', 'Работа в команде', 'Написание пресс-релизов', 'Организаторские навыки', 'Написание статей', 'Пользователь ПК', 'Деловая переписка', 'Грамотная речь', 'Делопроизводство', 'Деловая коммуникация', 'MS Outlook', 'Медиапланирование', 'Работа с большим объемом информации', 'Мониторинг СМИ', 'Ответственность', 'активность', 'Стрессоустойчивость', 'Обучаемость', 'Анализ данных', 'Adobe Illustrator', 'Adobe InDesign', 'Adobe Photoshop']"
1147,Журналист,35000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 6 лет 2 месяца,"['Социологические исследования', 'Написание статей', 'Политическая журналистика', 'Написание текстов', 'Литературное редактирование', 'Журналистика', 'Политический консалтинг', 'Аналитические исследования', 'Анализ PR стратегии конкурентов']"
1148,Журналист,20000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 1 год 4 месяца,[]
1149,Журналист,90000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 8 лет 6 месяцев,"['Adobe Photoshop', 'MS Office', 'Литературное редактирование', 'написание аннотаций', 'Написание пресс-релизов', 'Написание рекламных статей', 'написание репортажей', 'Написание статей', 'Наполнение контентом', 'Редакторская деятельность', 'Работа со СМИ', 'Грамотная речь', 'Креативность', 'Написание текстов', 'Фотография', 'телеведущая', 'Взаимодействие с телевидением', 'корреспондент', 'диктор']"
1150,Журналист,20000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 3 месяца,"['Пишу, умею задавать вопросы и искать материал', 'Интервьюирование', 'Журналистика', 'Грамотная речь', 'Работа с юридическими лицами', 'Поиск информации в интернет', 'Написание текстов', 'Копирайтинг', 'Пользователь ПК', 'Работа с большим объемом информации', 'Креативность', 'Литературное редактирование']"
1151,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 1 год 1 месяц,[]
1152,Журналист,20000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 1 год 11 месяцев,"['Высокая скорость печати', 'Ответственность', 'Оперативность']"
1153,Журналист,20000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 2 года 5 месяцев,"['Грамотная речь', 'Написание текстов', 'Интервьюирование', 'Поиск информации в интернет', 'Грамотность', 'Английский язык', 'Работа в команде', 'Adobe Photoshop', 'Написание статей', 'Креативность', 'Организация мероприятий']"
